CANAL,CLASSIFICACAO_CANAL,CNPJ_PROGRAMADORA,CLASSIFICACAO_PROGRAMADORA,NR_IDENTIFICACAO,OFERTA_CLIENTE,DENSIDADE_CANAL,PAIS_PROGRAMADORA,TIPO_CONTEUDO_CANAL,NOME_PROGRAMADORA,DATA_INICIO_OFERTA
TRACE BRAZUCA,Canal de espaço qualificado,35421267000137,PROGRAMADORA ESTRANGEIRA,4549730001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,FRANÇA,Canal de conteúdo videomusical,TRACE GLOBAL,2020-07-25
TRADE TV,Canal de programação comum,46174704000181,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",5188530001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de televenda ou infomercial,TRADE TV LTDA,2022-06-05
TRAVEL BOX BRAZIL,Canal brasileiro de espaço qualificado,07254174000120,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",474430005,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A,2012-08-20
TRAVEL BOX BRAZIL HD,Canal brasileiro de espaço qualificado,07254174000120,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",474430006,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A,2015-07-01
TV AMBIENTAL,Canal de programação comum,27329556000182,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",5050530001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo jornalístico,AVL PRODUÇÕES LTDA,2019-04-08
TV AVIVANDO NAÇÕES,Canal de programação comum,42220755000141,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4936030001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo religioso,MARCIA MORGANA BEZERRA DA SILVA LUCIANO,2021-06-04
TV BRUSQUE,Canal de programação comum,05124438000103,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4612630001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,EMPRESA BRUSQUENSE DE COMUNICAÇÃO LTDA.,2002-06-10
TV CARIRI,Canal de programação comum,20123556000182,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4097030001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,TV DO CARIRI LTDA,2019-08-22
TV CENTRO SUL,Canal de programação comum,31248895000101,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4447330001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,SISTEMA VOZ CENTRO SUL LTDA,2019-05-03
TV CIDADE CANAL 9 - TERESÓPOLIS,Canal de programação comum,30918049000199,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",1409130001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,RGS PUBLICIDADE EIRELI,2002-09-07
TV CIDADE OESTE,Canal de programação comum,11244074000190,Programadora brasileira,3872330001,"CANAL OFERTADO EM PACOTE, CANAL À LA CARTE",PADRÃO,BRASIL,Canal de conteúdo em geral,TV CIDADE OESTE LTDA,2018-02-01
TV DIÁRIO DO SERTÃO,Canal de programação comum,11694678000138,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",3990330001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo jornalístico,SISTEMA DE COMUNICACAO DIARIO LTDA,2018-08-01
TV ERECHIM,Canal de programação comum,10335427000102,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",1738230001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,LD PRODUÇÕES PUBLICITARIAS LTDA,2008-08-04
TV GAZETA RN,Canal de programação comum,19924934000148,,2698130001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,TELEVISÃO RIO GRANDE DO NORTE EIRELI,2015-08-10
TV GUIA LOCAL,Canal de programação comum,07031220000121,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",1705030001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de televenda ou infomercial,V.B. MOTER PRODUÇÕES DE VIDEO,2007-01-01
TV JAGUAR,Canal de programação comum,10489198000172,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4948430001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,R. LOPES DA COSTA AMARAL,2021-09-20
TV JAGUÁ NEWS,Canal de programação comum,29284918000191,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",5285530001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,SM BRASIL DE COMUNICACAO LTDA,2023-01-18
TV KURTIÇÃO,Canal de programação comum,07651720000166,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",3891730001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,QUEIROGA & MEDEIROS LTDA - ME,2019-08-14
TV METROPOLITANO,Canal de programação comum,17845847000170,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",2403330001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,TELEVISÃO METROPOLITANO EIRELI,2013-06-01
TV NORDESTINA,Canal de programação comum,17392307000188,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4457730001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,JOSE ABILIO FELIX DE FIGUEIREDO,2019-12-01
TV OOPS,Canal de programação comum,27170742000111,Programadora brasileira,4260630001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,TNC SISTEMAS DE TELECOMUNICAÇÕES LTDA,2018-01-01
TV OTIMISTA,Canal de programação comum,02553273000199,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4626830001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,O OTIMISTA SERVICO DE COMUNICACAO EIRELI,2020-10-18
TV PADRE CICERO,Canal de programação comum,04175120000180,,3880930001,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,FUNDACÃO PADRE CÍCERO DE TELEVISÃO,2018-01-09
TV PASSO FUNDO,Canal de programação comum,02780144000133,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",1315730001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,FERNANDO BERTOQUE DOS SANTOS-ME,2005-11-03
TV RÁ TIM BUM HD,Canal brasileiro de espaço qualificado,61914891000186,Programadora brasileira independente,112530002,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo infantil e adolescente,FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS,2016-12-19
TV RÁ TIM BUM!,Canal brasileiro de espaço qualificado,61914891000186,Programadora brasileira independente,112530001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo infantil e adolescente,FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS,2004-12-12
TV SUPREN,Canal de programação comum,02755157000152,,461930001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,UNIÃO PLANETÁRIA,2007-12-01
TV UNIÃO DE NATAL,Canal de programação comum,01884833000125,Programadora brasileira independente,2246830001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,WMW ENTRETENIMENTO LTDA,2003-03-31
TV5 MONDE,Canal não adaptado ao mercado brasileiro,,PROGRAMADORA ESTRANGEIRA,626930001,"CANAL OFERTADO EM PACOTE, CANAL À LA CARTE",PADRÃO,FRANÇA,Canal de conteúdo em geral,TV5 MONDE,1996-04-15
TVI,Canal de programação comum,08594668000116,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",1761830001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,AÇÃO PROGRAMADORA DE CANAIS INDEPENDENTES LTDA - ME,2005-01-17
TVMASTER,Canal de programação comum,45813358000171,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",5698730001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,MIDIA COMUNICAÇÃO E PROGRAMAÇÃO LTDA,2022-05-31
UNIVERSAL PREMIERE,Canal de espaço qualificado,,PROGRAMADORA ESTRANGEIRA,5086130003,"CANAL OFERTADO EM PACOTE, CANAL À LA CARTE",ALTA DEFINIÇÃO,ESTADOS UNIDOS,Canal de conteúdo em geral,"NBC UNIVERSAL GLOBAL NETWORKS LATIN AMERICA, LLC",2023-12-15
UNIVERSAL REALITY,Canal de espaço qualificado,,PROGRAMADORA ESTRANGEIRA,5086130004,"CANAL OFERTADO EM PACOTE, CANAL À LA CARTE",ALTA DEFINIÇÃO,ESTADOS UNIDOS,Canal de conteúdo em geral,"NBC UNIVERSAL GLOBAL NETWORKS LATIN AMERICA, LLC",2023-12-15
UNIVERSAL TV,Canal de espaço qualificado,01253766000140,Programadora brasileira de capital estrangeiro,4430001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,1996-05-10
UNIVERSAL TV HD,Canal de espaço qualificado,01253766000140,Programadora brasileira de capital estrangeiro,4430004,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,2013-07-01
USA NETWORK,Canal de espaço qualificado,01253766000140,Programadora brasileira de capital estrangeiro,4430003,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,2012-05-11
USA NETWORK HD,Canal de espaço qualificado,01253766000140,Programadora brasileira de capital estrangeiro,4430006,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,2017-04-15
VENUS,Canal de programação comum,08844841000197,Programadora brasileira de capital estrangeiro,1326330004,"CANAL À LA CARTE, PAY-PER-VIEW",PADRÃO,BRASIL,Canal de conteúdo erótico,PB BRASIL ENTRETENIMENTO S/A,2008-12-10
VH1 HD,Canal não adaptado ao mercado brasileiro,,PROGRAMADORA ESTRANGEIRA,620930006,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,ESTADOS UNIDOS,Canal de conteúdo videomusical,MTV NETWORKS LATIN AMERICA INC.,2009-12-01
VH1 MEGAHITS,Canal não adaptado ao mercado brasileiro,,PROGRAMADORA ESTRANGEIRA,620930005,CANAL OFERTADO EM PACOTE,PADRÃO,ESTADOS UNIDOS,Canal de conteúdo videomusical,MTV NETWORKS LATIN AMERICA INC.,2010-01-31
VINTV,Canal de programação comum,22855801000171,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",4257730001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,SERTÃO & MAR COMUNICAÇÕES LTDA,2019-01-01
VIVA,Canal de espaço qualificado,27865757000102,Programadora brasileira independente,472730120,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,GLOBO COMUNICACAO E PARTICIPACOES S/A,2020-01-01
VIVA HD,Canal de espaço qualificado,27865757000102,Programadora brasileira independente,472730022,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,GLOBO COMUNICACAO E PARTICIPACOES S/A,2020-01-01
WARNER CHANNEL,Canal de espaço qualificado,05583971000125,PROGRAMADORA ESTRANGEIRA,4040330029,CANAL OFERTADO EM PACOTE,PADRÃO,ESTADOS UNIDOS,Canal de conteúdo em geral,"TURNER INTERNATIONAL LATIN AMERICA, INC",1996-11-01
WARNER CHANNEL HD,Canal de espaço qualificado,05583971000125,PROGRAMADORA ESTRANGEIRA,4040330030,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,ESTADOS UNIDOS,Canal de conteúdo em geral,"TURNER INTERNATIONAL LATIN AMERICA, INC",1996-11-01
WOOHOO,Canal brasileiro de espaço qualificado,07906636000146,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",2122930001,CANAL OFERTADO EM PACOTE,PADRÃO,BRASIL,Canal de conteúdo em geral,NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA,2006-05-22
WOOHOO HD,Canal brasileiro de espaço qualificado,07906636000146,"Programadora brasileira independente nos termos do art.17, §5º da Lei 12.485/2011",2122930002,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,BRASIL,Canal de conteúdo em geral,NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA,2017-11-30
ZOOMOO KIDS,Canal de espaço qualificado,,PROGRAMADORA ESTRANGEIRA,4705730001,CANAL OFERTADO EM PACOTE,PADRÃO,ESTADOS UNIDOS,Canal de conteúdo infantil e adolescente,STENNA INTERNATIONAL LLC,2020-11-10
ZOOMOO KIDS (HD),Canal de espaço qualificado,,PROGRAMADORA ESTRANGEIRA,4705730002,CANAL OFERTADO EM PACOTE,ALTA DEFINIÇÃO,ESTADOS UNIDOS,Canal de conteúdo infantil e adolescente,STENNA INTERNATIONAL LLC,2020-11-10
ÓTV,Canal de programação comum,09517512000102,Programadora brasileira,2194630001,"CANAL OFERTADO EM PACOTE, CANAL À LA CARTE",PADRÃO,BRASIL,Canal de conteúdo em geral,RPC MIDIA LTDA,2011-04-19
